Title,Note,URL,Tags,Comment
,,,,
La Caverna,,https://www.google.com/maps/place/La+Caverna/data=!4m2!3m1!1s0x89c2598114ca3ddb:0xb3305101175bbca4,,
Ye's Apothecary 夜莺,,https://www.google.com/maps/place/Ye's+Apothecary+%E5%A4%9C%E8%8E%BA/data=!4m2!3m1!1s0x89c2598cc6f4f1d7:0xa99e4cae31242689,,
Spring Lounge,,https://www.google.com/maps/place/Spring+Lounge/data=!4m2!3m1!1s0x89c25988c901a457:0x5d26cdf6e52b4fc,,
